genus,name,date,habitat,ecol
Pluteus,Pluteus leoninus,2007-06-22,T3.1,Le
Pluteus,Pluteus atromarginatus,2007-06-30,T1.2,Le
Gymnopus,Gymnopus peronatus,2007-07-01,UW1.1,St
Gymnopus,Gymnopus peronatus,2007-07-01,UW1.1,St
Gymnopus,Gymnopus peronatus,2007-07-12,UW1.1,St
Gymnopus,Gymnopus dryophilus,2007-08-24,UW1.3,St
Marasmius,Marasmius sp.,2007-09-01,UW1.1,St
Calocybe,Calocybe sp.,2007-09-16,UW1.3,St
Mycena,Mycena inclinata,2007-09-18,UW1.3,Le
Gymnopus,Gymnopus confluens,2007-09-18,UW1.3,St
Marasmius,Marasmius scorodonius,2007-09-18,UW1.3,St
Pluteus,Pluteus cervinus,2007-09-18,UW1.3,Le
Laccaria,Laccaria laccata,2007-09-22,UW4.1,Mr
Conocybe,Conocybe sp.,2007-09-22,UW4.1,Hu
Psathyrella,Psathyrella sp.,2007-09-22,UW4.1,Hu
Mycena,Mycena rosea,2007-09-22,UW4.1,St
Stropharia,Stropharia aeruginosa,2007-09-22,UW4.1,Hu
Lepiota,Lepiota sp.,2007-09-22,UW4.1,Hu
Psathyrella,Psathyrella sp.,2007-09-22,UW4.1,Hu
Mycena,Mycena sp.,2007-09-22,UW4.1,Fd
Melanoleuca,Melanoleuca sp.,2007-09-22,UW1.1,Hu
Mycena,Mycena vitilis,2007-09-22,UW1.1,Lh
Pluteus,Pluteus sp.,2007-09-22,UW1.1,Lh
Mycena,Mycena sp.,2007-09-22,UW1.1,Le
Lepiota,Lepiota cristata,2007-09-22,UW1.1,Hu
Entoloma,Entoloma sp.,2007-09-22,UW1.1,Mr
Tubaria,Tubaria sp.,2007-09-22,UW1.1,Le
Macrolepiota,Macrolepiota konradii,2007-09-22,UW1.1,Hu
Mycena,Mycena galericulata,2007-09-22,UW1.1,Mr
Lepiota,Lepiota cristata,2007-09-22,UW1.1,Hu
Agaricus,Agaricus sp.,2007-09-22,UW1.1,Hu
Gymnopus,Gymnopus peronatus,2007-09-22,UW1.1,St
Pluteus,Pluteus sp.,2007-09-22,UW1.1,Le
Gymnopus,Gymnopus peronatus,2007-09-22,UW1.1,St
Clitocybe,Clitocybe odora,2007-09-22,UW1.1,St
Agaricus,Agaricus sp.,2007-09-22,UW1.1,Hu
Agaricus,Agaricus sp.,2007-09-22,UW1.1,Hu
Lepiota,Lepiota cristata,2007-09-22,UW1.1,Hu
Mycena,Mycena sp.,2007-09-22,UW1.1,Fd
Lepiota,Lepiota sp.,2007-09-22,UW1.1,Hu
Lepiota,Lepiota sp.,2007-09-22,UW1.1,Hu
Marasmius,Marasmius cochaerens,2007-09-22,UW1.1,St
Megacollybia,Megacollybia platyphylla,2007-09-22,UW1.1,Lh
Mycena,Mycena galericulata,2007-09-22,UW1.1,Lh
Coprinopsis,Coprinopsis picacea,2007-09-22,UW1.1,Hu
Clitocybe,Clitocybe sp.,2007-09-22,UW1.1,St
Mycena,Mycena polygramma,2007-09-22,UW1.1,Lh
Mycena,Mycena renati,2007-09-22,UW1.1,Le
Pholiota,Pholiota tuberculosa,2007-09-22,UW1.1,Le
Agaricus,Agaricus sp.,2007-09-22,UW1.1,Hu
Mycena,Mycena olivaceomarginata,2007-09-22,T1.2,Hu
Inocybe,Inocybe lacera var. lacera,2007-09-22,E3.1,Mr
Lepiota,Lepiota sp.,2007-09-22,UW1.1,Hu
Leucoagaricus,Leucoagaricus sp.,2007-09-22,A2.5,Hu
Leucoagaricus,Leucoagaricus sp.,2007-09-22,A2.5,Hu
Inocybe,Inocybe langei,2007-09-22,UW1.1,Mr
Leucoagaricus,Leucoagaricus crystallifer,2007-09-22,UW1.1,Hu
Psathyrella,Psathyrella sp.,2007-09-22,UW1.1,Hu
Tricholoma,Tricholoma portentosum,2007-10-01,T2.3,Mr
Myxomphalia,Myxomphalia maura,2007-10-01,T7.1,Hu
Lepiota,Lepiota sp.,2007-10-06,UW1.3,Hu
Mycena,Mycena pura,2007-10-06,UW1.3,St
Mycena,Mycena galericulata,2007-10-06,UW1.3,Le
Rhodocollybia,Rhodocollybia butyracea f. butyracea,2007-10-06,UW1.3,St
Clitocybe,Clitocybe sp.,2007-10-06,UW1.3,St
Mycena,Mycena sp.,2007-10-06,UW1.3,St
Mycena,Mycena galericulata,2007-10-06,UW1.3,Le
Gymnopus,Gymnopus peronatus,2007-10-06,UW1.3,St
Rhodocollybia,Rhodocollybia butyracea f. butyracea,2007-10-06,UW1.3,St
Clitocybe,Clitocybe nebularis,2007-10-06,UW1.3,St
Macrolepiota,Macrolepiota procera,2007-10-06,UW1.3,Hu
Lepista,Lepista flaccida,2007-10-06,UW1.3,St
Macrolepiota,Macrolepiota procera,2007-10-06,UW1.3,Hu
Leucoagaricus,Leucoagaricus sp.,2007-10-06,UW1.3,sward
Mycena,Mycena pura,2007-10-06,UW1.3,St
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2007-10-06,UW1.3,St
Clitocybe,Clitocybe sp.,2007-10-06,UW1.3,St
Macrolepiota,Macrolepiota procera,2007-10-06,UW1.3,Hu
Macrolepiota,Macrolepiota procera,2007-10-06,UW1.3,Hu
Lepista,Lepista flaccida,2007-10-06,UW1.3,St
Psathyrella,Psathyrella sp.,2007-10-13,UW1.1,Hu
Clitocybe,Clitocybe nebularis,2007-10-13,UW1.1,St
Armillaria,Armillaria mellea,2007-10-13,UW1.1,Lh
Clitocybe,Clitocybe odora,2007-10-13,UW1.1,St
Hypholoma,Hypholoma sp.,2007-10-13,UW1.1,Le
Stropharia,Stropharia aeruginosa,2007-10-13,UW1.1,Hu
Psathyrella,Psathyrella sp.,2007-10-13,UW1.1,Hu
Lepiota,Lepiota sp.,2007-10-13,UW1.1,St
Mycena,Mycena sp.,2007-10-13,UW1.1,St
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2007-10-13,UW1.1,Hu
Leucoagaricus,Leucoagaricus sp.,2007-10-13,UW1.1,St
Entoloma,Entoloma sp.,2007-10-13,UW1.1,Mr
Inocybe,Inocybe geophylla var. lilacina,2007-10-13,UW1.1,Mr
Laccaria,Laccaria laccata,2007-10-13,UW1.1,Mr
Psathyrella,Psathyrella sp.,2007-10-13,UW1.1,Hu
Laccaria,Laccaria laccata,2007-10-13,UW1.1,Mr
Russula,Russula sp.,2007-10-13,UW1.1,Mr
Stropharia,Stropharia aeruginosa,2007-10-13,UW1.1,Hu
Inocybe,Inocybe sp.,2007-10-13,UW1.1,Mr
Laccaria,Laccaria laccata,2007-10-14,UW1.1,Mr
Tricholoma,Tricholoma sulphureum,2007-10-14,UW1.1,Mr
Inocybe,Inocybe sp.,2007-10-14,UW1.1,Mr
Cortinarius,Cortinarius olivaceofuscus,2007-10-14,UW1.1,Mr
Lepiota,Lepiota sp.,2007-10-14,UW1.1,St
Tricholoma,Tricholoma scalpturatum,2007-10-14,UW1.1,Mr
Mycena,Mycena pura,2007-10-14,UW1.1,St
Inocybe,Inocybe geophylla var. lilacina,2007-10-14,UW1.1,Mr
Tricholoma,Tricholoma scalpturatum,2007-10-14,UW1.1,Mr
Clitocybe,Clitocybe dealbata,2007-10-14,UW1.1,St
Tricholoma,Tricholoma scalpturatum,2007-10-14,UW1.1,Mr
Megacollybia,Megacollybia platyphylla,2007-10-14,UW1.1,Lh
Inocybe,Inocybe muricellata,2007-10-14,UW1.1,Mr
Cortinarius,Cortinarius fulmineus,2007-10-15,UW1.1,Mr
Lepista,Lepista personata,2007-10-25,T2.3,St
Laccaria,Laccaria laccata,2007-11-01,T2.3,Mr
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2007-11-01,T1.2,St
Psathyrella,Psathyrella sp.,2007-11-03,UW1.1,Hu
Psathyrella,Psathyrella sp.,2007-11-03,UW1.1,Hu
Hygrophorus,Hygrophorus sp.,2007-11-03,UW1.1,Mr
Agaricus,Agaricus sp.,2007-11-03,UW1.1,Hu
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2007-11-03,UW1.1,Hu
Xerocomellus,Xerocomellus chrysenteron,2007-11-03,UW1.1,Mr
Amanita,Amanita rubescens,2007-11-03,UW1.1,Mr
Pluteus,Pluteus salicinus,2007-11-03,UW1.1,Le
Psathyrella,Psathyrella sp.,2007-11-03,UW1.1,Hu
Entoloma,Entoloma sp.,2007-11-03,UW1.1,Mr
Mycena,Mycena sp.,2007-11-03,UW1.1,St
Rhodocollybia,Rhodocollybia butyracea f. asema,2007-11-03,UW3.2,St
Hypholoma,Hypholoma fasciculare,2007-11-03,UW1.1,Lh
Psathyrella,Psathyrella sp.,2007-11-03,UW1.1,Hu
Stropharia,Stropharia aeruginosa,2007-11-03,UW1.1,Hu
Cortinarius,Cortinarius fulmineus,2007-11-03,UW1.1,Mr
Hygrophorus,Hygrophorus hyphotejus,2007-11-03,T2.3,Mr
Pluteus,Pluteus atromarginatus,2007-11-03,T2.3,Le
Mycena,Mycena polygramma,2007-11-04,UW1.1,Lh
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2007-11-04,UW1.1,Hu
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2007-11-04,UW1.1,Le
Coprinellus,Coprinellus micaceus,2007-11-04,UW1.1,Hu
Armillaria,Armillaria sp.,2007-11-04,UW1.1,Lh
Pholiota,Pholiota sp.,2007-11-04,UW1.1,Le
Panaeolus,Panaeolus sp.,2007-11-04,IF2.2,Hu
Hygrophorus,Hygrophorus hyphotejus,2007-11-07,T2.1,Mr
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2007-11-17,UW1.1,Hu
Rhodocollybia,Rhodocollybia butyracea f. butyracea,2007-11-18,T1.2,St
Clitocybe,Clitocybe nebularis,2007-12-08,UW1.3,St
Lepista,Lepista flaccida,2007-12-08,UW1.3,St
Panellus,Panellus stipticus,2007-12-08,UW1.1,Le
Galerina,Galerina marginata,2007-12-09,T2.3,Lh
Clitocybe,Clitocybe sp.,2007-12-09,T2.3,St
Hygrophorus,Hygrophorus hyphotejus,2007-12-09,T2.3,Mr
Hygrophorus,Hygrophorus hyphotejus,2007-12-09,T2.3,Mr
Clitocybe,Clitocybe sp.,2007-12-09,T2.3,St
Hygrophorus,Hygrophorus hyphotejus,2007-12-09,T2.3,Mr
Clitocybe,Clitocybe sp.,2007-12-09,T2.3,St
Cystoderma,Cystoderma carcharias,2007-12-09,T2.3,St
Hygrophorus,Hygrophorus hyphotejus,2007-12-09,T1.2,Mr
Rhodocollybia,Rhodocollybia butyracea f. asema,2007-12-09,T2.1,St
Psathyrella,Psathyrella sp.,2008-04-11,UW1.3,Hu
Strobilurus,Strobilurus stephanocystis,2008-04-12,UW3.3,Str
Conocybe,Conocybe sp.,2008-04-12,UW4.2,Hu
Laccaria,Laccaria proxima,2008-05-16,T7.4,Mr
Lactarius,Lactarius sp.,2008-05-16,T7.4,Mr
Mycena,Mycena sp.,2008-05-16,T7.2,St
Conocybe,Conocybe sp.,2008-05-16,T7.2,Hu
Agrocybe,Agrocybe praecox,2008-05-16,T7.2,Hu
Cortinarius,Cortinarius croceoconus,2008-05-17,T2.3,Mr
Mycena,Mycena pura,2008-05-17,T2.3,St
Galerina,Galerina sp.,2008-05-17,T2.3,St
Mycena,Mycena galericulata,2008-05-17,FP2.2,Le
Calocybe,Calocybe gambosa,2008-05-17,FP2.2,Hu
Entoloma,Entoloma sp.,2008-05-17,FP1.3,Hu
Hypholoma,Hypholoma fasciculare,2008-05-17,T1.1,Le
Mycena,Mycena galericulata,2008-05-17,T1.1,Le
Tubaria,Tubaria sp.,2008-05-17,T1.1,Le
Lepista,Lepista flaccida,2008-05-17,T1.2,St
Hebeloma,Hebeloma sp.,2008-05-17,T1.2,Mr
Agrocybe,Agrocybe praecox,2008-05-17,T1.2,Hu
Coprinellus,Coprinellus domesticus,2008-05-17,T1.2,Hu
Pholiota,Pholiota highlandensis,2008-05-17,T1.2,Hu
Psathyrella,Psathyrella sp.,2008-05-17,T1.2,Hu
Strophariaceae,Strophariaceae,2008-05-17,T1.2,Hu
Agrocybe,Agrocybe praecox,2008-05-17,T1.2,Hu
Mycena,Mycena pura,2008-05-17,T1.2,St
Gymnopus,Gymnopus peronatus,2008-05-17,T1.2,St
Psathyrella,Psathyrella sp.,2008-05-17,T1.2,Hu
Coprinopsis,Coprinopsis atramentaria,2008-05-17,FP2.2,Hu
Mycena,Mycena renati,2008-05-17,FP2.2,Le
Psathyrella,Psathyrella sp.,2008-05-17,FP2.2,Hu
Mycena,Mycena vitilis,2008-05-17,FP2.2,Lh
Pluteus,Pluteus plautus,2008-05-17,FP2.2,Le
Crepidotus,Crepidotus mollis,2008-05-17,FP2.2,Le
Pluteus,Pluteus sp.,2008-05-17,FP2.2,Le
Callistosporium,Callistosporium sp.,2008-05-18,UW1.1,Hu
Bolbitius,Bolbitius titubans,2008-05-18,UW1.1,Hu
Psathyrella,Psathyrella sp.,2008-05-18,UW1.1,Hu
Mycena,Mycena acicula,2008-05-18,UW1.1,St
Bolbitius,Bolbitius titubans,2008-05-18,UW1.1,Hu
Hebeloma,Hebeloma sp.,2008-05-18,UW1.1,Mr
Coprinellus,Coprinellus micaceus,2008-05-18,UW1.1,Hu
Strophariaceae,Strophariaceae sp.,2008-05-18,UW1.1,Lh
Entoloma,Entoloma sp.,2008-05-18,T2.3,Mr
Galerina,Galerina sp.,2008-05-18,T2.3,St
Mycena,Mycena sp.,2008-05-18,T2.3,St
Cortinarius,Cortinarius olivaceofuscus,2008-05-18,T2.3,Mr
Cortinarius,Cortinarius sp.,2008-05-18,T2.3,Mr
Lactarius,Lactarius sp.,2008-05-18,T2.3,Mr
Marasmius,Marasmius oreades,2008-05-18,T7.2,Hu
Pluteus,Pluteus sp.,2008-07-12,UW2.1,Le
Pluteus,Pluteus sp.,2008-07-16,UW1.1,Le
Pluteus,Pluteus sp.,2008-09-01,UW1.3,Le
Inocybe,Inocybe geophylla var. lilacina,2008-10-14,UW1.1,Mr
Cortinarius,Cortinarius decipiens,2008-10-14,UW1.1,Mr
Cortinarius,Cortinarius sp.,2008-10-14,UW1.1,Mr
Macrolepiota,Macrolepiota excoriata,2008-10-14,IF2.2,Hu
Agaricus,Agaricus sp.,2008-10-14,IF2.2,Hu
Lepista,Lepista flaccida,2008-10-14,UW1.1,St
Lepista,Lepista personata,2008-10-14,IF2.2,Hu
Armillaria,Armillaria mellea,2008-10-14,UW1.1,Le
Lacrymaria,Lacrymaria lacrymabunda,2008-10-14,UW1.1,Hu
Hebeloma,Hebeloma sp.,2008-10-14,UW1.1,Mr
Pholiota,Pholiota alnicola,2008-10-14,UW1.1,Le
Marasmius,Marasmius sp.,2008-10-14,UW1.3,St
Hygrophorus,Hygrophorus eburneus,2008-10-28,UW1.1,Mr
Hymenopellis,Hymenopellis radicata,2008-10-28,UW1.1,Lh
Pluteus,Pluteus cervinus,2008-10-29,T1.1,Lh
Lepista,Lepista nuda,2008-10-29,T1.1,Hu
Rhodocollybia,Rhodocollybia butyracea f. asema,2008-10-29,T1.1,St
Strophariaceae,Strophariaceae,2008-10-29,T1.1,St
Lepista,Lepista flaccida,2008-10-29,T1.1,St
Inocybe,Inocybe rennyi,2008-10-30,UW3.3,Mr
Cortinarius,Cortinarius triumphans,2008-10-30,UW3.3,Mr
Flammulina,Flammulina velutipes,2009-02-16,FP2.3,Le
Tubaria,Tubaria sp.,2009-04-04,UW3.1,Hu
Strobilurus,Strobilurus esculentus,2009-04-06,UW3.2,Str
Strobilurus,Strobilurus stephanocystis,2009-05-07,T1.2,Str
Strobilurus,Strobilurus stephanocystis,2009-05-07,T1.2,Str
Strobilurus,Strobilurus stephanocystis,2009-05-09,T1.1,Str
Strobilurus,Strobilurus stephanocystis,2009-05-09,T1.1,Str
Psathyrella,Psathyrella sp.,2009-05-10,UW3.1,Hu
Lepista,Lepista personata,2009-05-10,FP2.2,Hu
Psathyrella,Psathyrella spadiceogrisea,2009-05-16,UW1.1,Hu
Calocybe,Calocybe gambosa,2009-05-16,UW1.1,Hu
Coprinellus,Coprinellus micaceus,2009-05-16,UW3.1,Hu
Bolbitius,Bolbitius titubans,2009-05-16,UW3.1,Hu
Coprinellus,Coprinellus domesticus,2009-05-16,UW3.1,Hu
Conocybe,Conocybe sp.,2009-05-16,UW1.1,Hu
Psathyrella,Psathyrella spadiceogrisea,2009-05-16,UW3.1,Hu
Psathyrella,Psathyrella spadiceogrisea,2009-05-16,UW1.1,Hu
Lentinus,Lentinus tigrinus,2009-05-16,UW1.1,Le
Mycena,Mycena galericulata,2009-05-16,T3.1,Le
Mycena,Mycena galericulata,2009-05-16,T3.1,Le
Mycena,Mycena vitilis,2009-05-16,UW1.1,Lh
Mycena,Mycena vitilis,2009-05-16,UW1.1,Lh
Mycena,Mycena vitilis,2009-05-16,UW1.1,Lh
Mycena,Mycena vitilis,2009-05-16,UW1.1,Lh
Hypholoma,Hypholoma fasciculare,2009-05-16,T3.1,Lh
Mycena,Mycena vitilis,2009-05-16,T3.1,Lh
Psathyrella,Psathyrella spadiceogrisea,2009-05-16,T3.1,St
Psathyrella,Psathyrella spadiceogrisea,2009-05-16,T3.1,St
Strobilurus,Strobilurus stephanocystis,2009-05-16,T1.2,Str
Strobilurus,Strobilurus stephanocystis,2009-05-16,T1.2,Str
Strobilurus,Strobilurus stephanocystis,2009-05-16,T1.2,Str
Strobilurus,Strobilurus stephanocystis,2009-05-16,T7.2,Str
Strobilurus,Strobilurus stephanocystis,2009-05-16,T1.2,Str
Coprinellus,Coprinellus domesticus,2009-05-17,UW1.3,Hu
Agrocybe,Agrocybe praecox,2009-05-17,UW3.4,Hu
Bolbitius,Bolbitius titubans,2009-05-17,UW3.1,Hu
Mycena,Mycena vitilis,2009-05-17,UW1.3,Lh
Mycena,Mycena vitilis,2009-05-17,UW1.3,Lh
Mycena,Mycena vitilis,2009-05-17,UW1.3,Lh
Mycena,Mycena vitilis,2009-05-17,UW1.3,Lh
Mycena,Mycena vitilis,2009-05-17,UW1.3,Lh
Mycena,Mycena vitilis,2009-05-17,UW1.3,Lh
Mycena,Mycena vitilis,2009-05-17,UW1.3,Lh
Mycena,Mycena vitilis,2009-05-17,UW1.3,Lh
Mycena,Mycena vitilis,2009-05-17,UW1.3,Lh
Tubaria,Tubaria furfuracea,2009-05-17,UW3.1,St
Tubaria,Tubaria furfuracea,2009-05-17,UW3.1,St
Coprinellus,Coprinellus domesticus,2009-05-29,FP2.2,Hu
Calocybe,Calocybe gambosa,2009-05-29,FP2.2,Hu
Psathyrella,Psathyrella candolleana,2009-05-29,FP2.2,Hu
Gymnopus,Gymnopus dryophilus,2009-05-29,UW1.1,St
Agrocybe,Agrocybe praecox,2009-05-30,UW1.1,Hu
Coprinellus,Coprinellus disseminatus,2009-05-30,UW1.1,Hu
Agrocybe,Agrocybe praecox,2009-05-30,UW1.3,Hu
Agrocybe,Agrocybe praecox,2009-05-30,UW3.1,Hu
Agrocybe,Agrocybe praecox,2009-05-30,UW1.1,Hu
Gymnopus,Gymnopus dryophilus,2009-05-30,UW1.1,Hu
Mycena,Mycena renati,2009-05-30,UW1.1,Le
Mycena,Mycena galericulata,2009-05-30,UW1.1,Le
Hypholoma,Hypholoma fasciculare,2009-05-30,UW1.1,Le
Hydropus,Hydropus floccipes,2009-05-30,UW1.1,Le
Hypholoma,Hypholoma fasciculare,2009-05-30,UW1.1,Le
Hypholoma,Hypholoma fasciculare,2009-05-30,UW1.1,Le
Hypholoma,Hypholoma fasciculare,2009-05-30,UW1.1,Le
Mycena,Mycena galericulata,2009-05-30,UW1.1,Le
Mycena,Mycena galericulata,2009-05-30,UW1.1,Le
Mycena,Mycena sp.,2009-05-30,UW1.1,Le
Mycena,Mycena renati,2009-05-30,UW1.1,Le
Mycena,Mycena renati,2009-05-30,UW1.1,Le
Mycena,Mycena galericulata,2009-05-30,UW1.1,Le
Mycena,Mycena galericulata,2009-05-30,UW1.1,Le
Hydropus,Hydropus floccipes,2009-05-30,UW1.1,Le
Phloeomana,Phloeomana speirea,2009-05-30,UW1.1,Le
Mycena,Mycena hiemalis,2009-05-30,UW1.1,Le
Mycena,Mycena renati,2009-05-30,UW1.1,Le
Mycena,Mycena renati,2009-05-30,UW1.1,Le
Mycena,Mycena galericulata,2009-05-30,UW1.1,Le
Mycena,Mycena galericulata,2009-05-30,UW1.1,Lh
Mycena,Mycena galericulata,2009-05-30,UW1.1,Lh
Mycena,Mycena vitilis,2009-05-30,UW1.1,Lh
Pluteus,Pluteus cervinus,2009-05-30,UW1.1,Lh
Pluteus,Pluteus cervinus,2009-05-30,UW1.1,Lh
Mycena,Mycena acicula,2009-05-30,UW1.1,St
Conocybe,Conocybe sp.,2009-05-30,UW3.1,St
Hypholoma,Hypholoma fasciculare,2009-05-31,UW3.1,Lh
Psathyrella,Psathyrella spadiceogrisea,2009-05-31,UW3.1,Hu
Psathyrella,Psathyrella candolleana,2009-05-31,UW3.1,Lh
Psathyrella,Psathyrella candolleana,2009-05-31,UW3.1,Le
Mycena,Mycena galericulata,2009-05-31,UW3.1,Le
Mycena,Mycena renati,2009-05-31,UW3.1,Le
Mycena,Mycena renati,2009-05-31,UW3.1,Le
Mycena,Mycena renati,2009-05-31,UW3.1,Le
Coprinellus,Coprinellus micaceus,2009-05-31,UW3.1,Le
Mycena,Mycena galericulata,2009-05-31,UW3.1,Le
Mycena,Mycena renati,2009-05-31,UW3.1,Le
Mycena,Mycena renati,2009-05-31,UW3.1,Le
Mycena,Mycena renati,2009-05-31,UW3.1,Le
Mycena,Mycena renati,2009-05-31,UW3.1,Le
Mycena,Mycena renati,2009-05-31,UW3.1,Le
Mycena,Mycena renati,2009-05-31,UW3.1,Le
Crepidotus,Crepidotus mollis,2009-05-31,UW3.1,Le
Hydropus,Hydropus floccipes,2009-05-31,UW3.1,Lh
Megacollybia,Megacollybia platyphylla,2009-05-31,UW3.1,Lh
Pleurotus,Pleurotus pulmonarius,2009-06-06,T4.2,Le
Marasmius,Marasmius oreades,2009-06-06,T3.2,Hu
Mycena,Mycena viridimarginata,2009-06-06,T4.2,Le
Gymnopus,Gymnopus dryophilus,2009-06-06,T4.1,M
Gymnopus,Gymnopus dryophilus,2009-06-06,T4.1,M
Laccaria,Laccaria laccata,2009-06-06,T4.3,Mr
Gymnopus,Gymnopus dryophilus,2009-06-06,T4.3,M
Lactarius,Lactarius tabidus,2009-06-06,T4.3,Mr
Gymnopus,Gymnopus dryophilus,2009-06-06,T4.3,M
Pleurotus,Pleurotus pulmonarius,2009-06-06,T4.3,Le
Pleurotus,Pleurotus sp.,2009-06-06,T4.3,Le
Megacollybia,Megacollybia platyphylla,2009-06-06,T8,Lh
Gymnopus,Gymnopus dryophilus,2009-06-06,T3.4,M
Mycena,Mycena megaspora,2009-06-06,T3.4,M
Galerina,Galerina paludosa,2009-06-06,T3.4,M
Mycena,Mycena sp.,2009-06-06,T5,Le
Clitocybe,Clitocybe sp.,2009-06-06,T3.4,St
Pleurotus,Pleurotus sp.,2009-06-06,T3.4,Le
Pleurotus,Pleurotus sp.,2009-06-06,T3.4,Le
Galerina,Galerina paludosa,2009-06-06,T3.4,M
Galerina,Galerina paludosa,2009-06-06,T3.4,M
Gymnopus,Gymnopus dryophilus,2009-06-06,T3.4,M
Mycena,Mycena galericulata,2009-06-06,T5,Le
Xeromphalina,Xeromphalina sp.,2009-06-06,T5,M
Galerina,Galerina paludosa,2009-06-06,T5,M
Gymnopus,Gymnopus dryophilus,2009-06-06,T5,M
Xeromphalina,Xeromphalina sp.,2009-06-06,T5,M
Gymnopus,Gymnopus dryophilus,2009-06-06,T5,M
Pluteus,Pluteus cervinus,2009-06-06,T3.2,Le
Megacollybia,Megacollybia platyphylla,2009-06-06,T3.2,Lh
Galerina,Galerina paludosa,2009-06-06,T4.1,M
Mycena,Mycena galericulata,2009-06-08,UW1.3,Lh
Megacollybia,Megacollybia platyphylla,2009-06-08,UW1.3,Lh
Lacrymaria,Lacrymaria lacrymabunda,2009-06-08,UW3.1,Hu
Amanita,Amanita sp.,2009-06-09,IF1.1,Mr
Hemileccinum,Hemileccinum impolitum,2009-06-09,IF1.1,Mr
Amanita,Amanita sp.,2009-06-09,IF1.1,Mr
Psathyrella,Psathyrella sp.,2009-06-13,FP2.6,Lh
Psathyrella,Psathyrella candolleana,2009-06-26,T3.2,Hu
Pluteus,Pluteus petasatus,2009-06-26,UW1.1,Le
Agaricus,Agaricus sp.,2009-06-26,UW3.1,Hu
Agaricus,Agaricus sp.,2009-06-27,UW1.1,Hu
Pleurotus,Pleurotus calyptratus,2009-06-28,UW1.1,Le
Hemileccinum,Hemileccinum impolitum,2009-06-28,UW1.1,Mr
Pluteus,Pluteus sp.,2009-06-28,UW1.1,Le
Mycena,Mycena sp.,2009-07-10,FP2.3,Co
Psathyrella,Psathyrella sp.,2009-07-10,FP2.3,Hu
Coprinellus,Coprinellus domesticus,2009-07-10,FP2.3,Hu
Psathyrella,Psathyrella sp.,2009-07-10,FP2.2,Le
Pluteus,Pluteus sp.,2009-07-15,FP2.2,Le
Mycena,Mycena sp.,2009-07-15,FP2.2,He
Pluteus,Pluteus sp.,2009-07-15,FP2.2,He
Pluteus,Pluteus sp.,2009-07-27,T1.2,Le
Pluteus,Pluteus sp.,2009-07-31,T1.2,Le
Mycena,Mycena stylobates,2009-07-31,T1.2,Fd
Neolentinus,Neolentinus lepideus,2009-07-31,T1.2,Le
Delicatula,Delicatula integrella,2009-07-31,T1.2,Lh
Marasmius,Marasmius scorodonius,2009-07-31,T1.2,St
Marasmius,Marasmius oreades,2009-07-31,T7.2,Hu
Coprinellus,Coprinellus domesticus,2009-07-31,T1.2,Hu
Coprinellus,Coprinellus domesticus,2009-07-31,T1.1,Hu
Marasmius,Marasmius wynneae,2009-07-31,T1.1,St
Neolentinus,Neolentinus lepideus,2009-07-31,T2.4,Le
Marasmius,Marasmius oreades,2009-07-31,T7.2,Hu
Marasmius,Marasmius oreades,2009-08-01,UW4.1,Hu
Marasmius,Marasmius rotula,2009-08-01,UW1.1,Le
Crepidotus,Crepidotus mollis,2009-08-01,UW1.1,Le
Xerocomus,Xerocomus sp.,2009-08-01,UW1.1,Mr
Marasmius,Marasmius rotula,2009-08-01,UW1.5,Co
Gymnopus,Gymnopus foetidus,2009-08-01,UW1.5,Le
Coprinopsis,Coprinopsis nivea,2009-08-01,UW1.5,Lh
Lepiota,Lepiota cristata,2009-08-01,UW1.5,Hu
Mycena,Mycena galericulata,2009-08-01,UW1.5,Lh
Crepidotus,Crepidotus mollis,2009-08-01,UW1.1,Le
Gymnopus,Gymnopus dryophilus,2009-08-01,UW1.1,St
Marasmius,Marasmius rotula,2009-08-01,UW1.1,Co
Tubaria,Tubaria sp.,2009-08-01,UW1.1,Le
Gymnopus,Gymnopus dryophilus,2009-08-01,UW1.1,St
Psathyrella,Psathyrella sp.,2009-08-01,UW2.1,Hu
Psathyrella,Psathyrella sp.,2009-08-01,UW2.1,Lh
Pluteus,Pluteus petasatus,2009-08-01,UW2.1,Lh
Conocybe,Conocybe sp.,2009-08-01,UW3.1,Hu
Agrocybe,Agrocybe praecox,2009-08-01,UW3.1,Hu
Conocybe,Conocybe sp.,2009-08-01,UW3.1,Hu
Psathyrella,Psathyrella candolleana,2009-08-01,UW1.1,Hu
Gymnopus,Gymnopus dryophilus,2009-08-01,UW1.1,St
Gymnopus,Gymnopus peronatus,2009-08-01,UW1.1,St
Gymnopus,Gymnopus dryophilus,2009-08-02,UW1.1,St
Russula,Russula sp.,2009-08-02,UW1.1,Mr
Conocybe,Conocybe sp.,2009-08-02,UW1.1,Lh
Bolbitius,Bolbitius titubans,2009-08-02,UW1.1,Hu
Psathyrella,Psathyrella sp.,2009-08-02,UW1.1,Hu
